,part_id,question_id,membership_guid,question,comment_id,date,rationale,answer_probability,answer_text,answer_consensus,accuracy
49422,49422,777,ac64fa15e4302f7370f47f5d81eef4e767be6dc9,"Will the International Crisis Group report a deteriorated, unchanged, or improved situation for Iraq in November 2019?",193524,2019-10-15T18:24:57Z,"ac64fa15e4302f7370f47f5d81eef4e767be6dc9: Deteriorated, 0.3 probability
ac64fa15e4302f7370f47f5d81eef4e767be6dc9: Unchanged,  0.7 probability
ac64fa15e4302f7370f47f5d81eef4e767be6dc9: Improved,  0.0 probability
ac64fa15e4302f7370f47f5d81eef4e767be6dc9: While the Iraqis are concerned about a new war with America, I think that it would take quite a bit of activity to shift to a deteriorated rating. This kind of threat and turmoil has been lingering for years. It isn't like this is a new threat. I think there is a greater chance of the ranking being unchanged. No chance at all of improving.  <a target=""_blank"" href=""https://www.nytimes.com/2019/05/15/world/middleeast/iraq-iran-war-militias.html"">https://www.nytimes.com/2019/05/15/world/middleeast/iraq-iran-war-militias.html</a>
 [UPDATE:] 
ac64fa15e4302f7370f47f5d81eef4e767be6dc9: Deteriorated, 0.4 probability
ac64fa15e4302f7370f47f5d81eef4e767be6dc9: Unchanged,  0.6 probability
ac64fa15e4302f7370f47f5d81eef4e767be6dc9: Improved,  0.0 probability
ac64fa15e4302f7370f47f5d81eef4e767be6dc9: There has been a large increase in violence in Iraq recently. Due to that I am increasing my deteriorated forecast. I still think there is no chance of an improved rating. I think there is a still a greater chance of it remaining unchanged since the International Crisis Group doesn't move real easily.","[0.4, 0.6, 0.0]","['Deteriorated', 'Unchanged', 'Improved']","[1, 0, 0]",0.24
57468,57468,840,689aa1a0005417ac8aba84d84efa3591e4dd7186,How many terrorist incidents with 15 or more dead (victims + perpetrators) will occur between 1 September 2019 and 30 September 2019 as reported by Wikipedia?,179110,2019-09-02T18:14:25Z,"689aa1a0005417ac8aba84d84efa3591e4dd7186: Less than 6, 0.1 probability
689aa1a0005417ac8aba84d84efa3591e4dd7186: Between 6 and 10, inclusive,  0.5 probability
689aa1a0005417ac8aba84d84efa3591e4dd7186: More than 10 but less than 16,  0.3 probability
689aa1a0005417ac8aba84d84efa3591e4dd7186: Between 16 and 20, inclusive,  0.1 probability
689aa1a0005417ac8aba84d84efa3591e4dd7186: More than 20,  0.0 probability
689aa1a0005417ac8aba84d84efa3591e4dd7186: Over the last 6 months there have been an average of 14 such incidences per month. However the last 2 months have averaged only 6. Because of this I am hopeful that this trend will continue and I am making my prediction based on this trend accordingly.","[0.1, 0.5, 0.3, 0.1, 0.0]","['Less than 6', 'Between 6 and 10, inclusive', 'More than 10 but less than 16', 'Between 16 and 20, inclusive', 'More than 20']","[0, 1, 0, 0, 0]",0.072
29594,29594,641,eb61ebff192a45d45aa5c82ebe1aab3c877259ac,How many strikes and worker protests will China Labour Bulletin record as having occurred between 28 July 2019 and 28 August 2019?,175777,2019-08-22T17:47:26Z,"eb61ebff192a45d45aa5c82ebe1aab3c877259ac: Less than 87, 0.05 probability
eb61ebff192a45d45aa5c82ebe1aab3c877259ac: Between 87 and 109, inclusive,  0.15 probability
eb61ebff192a45d45aa5c82ebe1aab3c877259ac: More than 109 but less than 134,  0.45 probability
eb61ebff192a45d45aa5c82ebe1aab3c877259ac: Between 134 and 163, inclusive,  0.34 probability
eb61ebff192a45d45aa5c82ebe1aab3c877259ac: More than 163,  0.01 probability
eb61ebff192a45d45aa5c82ebe1aab3c877259ac: I think that China Labour Bulletin will most likely record more than 109 but less than 134 strikes and worker protests between July 28, 2019 and August 28, 2019. According to the link provided, <a target=""_blank"" href=""https://maps.clb.org.hk/strikes/en#"">https://maps.clb.org.hk/strikes/en#</a>, there have 616 strikes and worker protests in 2019 so far. That averages out to about 102 events per month or over a month long span. But the number of events has been steadily increasing over the past 3 months, from 97 in March to 114 in April and 123 such events in May. It makes sense that as summer starts, there would be more strikes and protests occurring. So I think that the answer with the highest probability would be more than 109 but less than 134 but a higher number of events reported is still likely depending on what is reported during June and July.
 [UPDATE:] 
eb61ebff192a45d45aa5c82ebe1aab3c877259ac: Less than 87, 0.05 probability
eb61ebff192a45d45aa5c82ebe1aab3c877259ac: Between 87 and 109, inclusive,  0.2 probability
eb61ebff192a45d45aa5c82ebe1aab3c877259ac: More than 109 but less than 134,  0.49 probability
eb61ebff192a45d45aa5c82ebe1aab3c877259ac: Between 134 and 163, inclusive,  0.25 probability
eb61ebff192a45d45aa5c82ebe1aab3c877259ac: More than 163,  0.01 probability
eb61ebff192a45d45aa5c82ebe1aab3c877259ac: I adjusted my forecast slightly but I still believe that somewhere less than 134 but more than 109 strikes and worker protests will be recorded by the China Labour Bulletin as having occurred between July 28, 2019 and August 28, 2019. The number of events has steadily increased since February, from 93 then to 125 in May. But so far in June according to the link provided, <a target=""_blank"" href=""https://maps.clb.org.hk/strikes/en#"">https://maps.clb.org.hk/strikes/en#</a>, there have been only 36 such events. June is on pace to have fewer strikes and protests compared to April and May, which respectively had 114 and 125 events. The probabilities could still change, but right now I'm inclined to believe the number will be towards the lower end of the scale than the higher end.
 [UPDATE:] 
eb61ebff192a45d45aa5c82ebe1aab3c877259ac: Less than 87, 0.84 probability
eb61ebff192a45d45aa5c82ebe1aab3c877259ac: Between 87 and 109, inclusive,  0.15 probability
eb61ebff192a45d45aa5c82ebe1aab3c877259ac: More than 109 but less than 134,  0.01 probability
eb61ebff192a45d45aa5c82ebe1aab3c877259ac: Between 134 and 163, inclusive,  0.0 probability
eb61ebff192a45d45aa5c82ebe1aab3c877259ac: More than 163,  0.0 probability
eb61ebff192a45d45aa5c82ebe1aab3c877259ac: I'm updating my forecast to predict that China Labour Bulletin will record less than 87 strikes and worker protests between July 28 and August 28, 2019. Using the site provided, <a target=""_blank"" href=""https://maps.clb.org.hk/strikes/en#"">https://maps.clb.org.hk/strikes/en#</a>, I noted that between July 28 and today, August 6, China Labour Bulletin has recorded 15 strikes and worker protests. Extrapolating that to the end date, I think there will be far fewer recorded strikes and/or worker protests between the two dates. Therefore, I adjusted my prediction greatly based on the pace of records made.
 [UPDATE:] 
eb61ebff192a45d45aa5c82ebe1aab3c877259ac: Less than 87, 0.45 probability
eb61ebff192a45d45aa5c82ebe1aab3c877259ac: Between 87 and 109, inclusive,  0.55 probability
eb61ebff192a45d45aa5c82ebe1aab3c877259ac: More than 109 but less than 134,  0.0 probability
eb61ebff192a45d45aa5c82ebe1aab3c877259ac: Between 134 and 163, inclusive,  0.0 probability
eb61ebff192a45d45aa5c82ebe1aab3c877259ac: More than 163,  0.0 probability
eb61ebff192a45d45aa5c82ebe1aab3c877259ac: Using the link provided, <a target=""_blank"" href=""https://maps.clb.org.hk/strikes/en#"">https://maps.clb.org.hk/strikes/en#</a>, I narrowed down the list of strikes and worker protests to those between July 28 and today's date of August 22, 2019. I exported the list to Excel to make it easier to count and came away with 82 such events taking place between those two dates. I think it's slightly possible that enough strikes and worker protests occur that the total reaches the threshold of between 87 and 109. But the probability still does remain that less than 87 events are recorded before the end date and I don't see more than 109 happening at this point.","[0.45, 0.55, 0.0, 0.0, 0.0]","['Less than 87', 'Between 87 and 109, inclusive', 'More than 109 but less than 134', 'Between 134 and 163, inclusive', 'More than 163']","[0, 1, 0, 0, 0]",0.081
48423,48423,769,912a8f83f5528e3990bc24e5167261c84d49fa98,"Before 30 November 2019, will Canada ratify the United States-Mexico-Canada Agreement (USMCA)?",205336,2019-11-19T18:40:49Z,"912a8f83f5528e3990bc24e5167261c84d49fa98: Yes, 0.85 probability
912a8f83f5528e3990bc24e5167261c84d49fa98: No, 0.15000000000000002 probability
912a8f83f5528e3990bc24e5167261c84d49fa98: Canada will most likely ratify the United States-Mexico-Canada Agreement before November 30th. The United States and Canada have had a lot of disagreements and a rough relationship over the past year because of all of the talks of tariffs and trade. Prime Minister of Canada Justin Trudeau and President Donald Trump seem to be getting along better now and are in agreement that the United States and Canada should work together and support each other. Trudeau is up for reelection in October of this year and he wants to show the people of Canada that he can make important deals with the United States. This is why Canada will ratify the USMCA before November 30th. 

<a target=""_blank"" href=""https://abcnews.go.com/Politics/trudeau-washington-move-past-feud-trump-lobby-usmca/story?id=63820427"">https://abcnews.go.com/Politics/trudeau-washington-move-past-feud-trump-lobby-usmca/story?id=63820427</a>
 [UPDATE:] 
912a8f83f5528e3990bc24e5167261c84d49fa98: Yes, 0.0 probability
912a8f83f5528e3990bc24e5167261c84d49fa98: No, 1.0 probability
912a8f83f5528e3990bc24e5167261c84d49fa98: Canada will not ratify the United States-Mexico-Canada Agreement before November 30th. The deal most likely won't be ratified this year because the United States is focused on impeachment and they aren't concerned with negotiating with Canada at the moment. It would take a number of weeks for the deal to go through both chambers of congress and reach the president's desk to sign. 

<a target=""_blank"" href=""https://www.cnbc.com/2019/11/13/house-considers-usmca-trumps-nafta-replacement-ahead-of-2020-election.html"">https://www.cnbc.com/2019/11/13/house-considers-usmca-trumps-nafta-replacement-ahead-of-2020-election.html</a>","[0.0,1.0]","['Yes', 'No']",[0],0
56510,56510,833,1c0792e0abfbf537ed2cb741c573f39a4251e14c,"Between 29 August 2019 and 29 November 2019, will Malaysia announce its ban on sea sand exports has been or will be lifted?",207564,2019-11-25T19:22:14Z,"1c0792e0abfbf537ed2cb741c573f39a4251e14c: Yes, 0.0 probability
1c0792e0abfbf537ed2cb741c573f39a4251e14c: No, 1.0 probability
1c0792e0abfbf537ed2cb741c573f39a4251e14c: Months ago Malysia banned sand exports, which was reported in July.  <a target=""_blank"" href=""https://www.reuters.com/article/us-malaysia-singapore-sand-exclusive/exclusive-in-blow-to-singapores-expansion-malaysia-bans-sea-sand-exports-idUSKCN1TY0C4"">https://www.reuters.com/article/us-malaysia-singapore-sand-exclusive/exclusive-in-blow-to-singapores-expansion-malaysia-bans-sea-sand-exports-idUSKCN1TY0C4</a>.  No new reports on this topic has been published by news agencies, therfore I will give this zero chance of being lifted by Nov 29.","[0.0,1.0]","['Yes', 'No']",[0],0
15363,15363,556,173536711a148801631af8c322f54ea5964ac373,Will any country's national military launch a nuclear weapon at any other country between 25 April 2019 and 20 November 2019?,199488,2019-10-31T23:17:11Z,"173536711a148801631af8c322f54ea5964ac373: Yes, 0.02 probability
173536711a148801631af8c322f54ea5964ac373: No, 0.98 probability
173536711a148801631af8c322f54ea5964ac373: Nuclear weapons have only been used once in the course of history, that of course being the two fission bombs that the United States dropped on Japan during World War II (please see <a target=""_blank"" href=""https://en.wikipedia.org/wiki/History_of_nuclear_weapons"">https://en.wikipedia.org/wiki/History_of_nuclear_weapons</a>). Hopefully, that does not change before November 20, 2019 and I think it's very unlikely that it does chance. North Korea and Iran are the obvious threats here, but there testing and development is mostly political posturing, as the U.S. and other countries have more developed and stronger weapons that would result in their annihilation. I think there's currently about a 2% chance.
 [UPDATE:] 
173536711a148801631af8c322f54ea5964ac373: Yes, 0.01 probability
173536711a148801631af8c322f54ea5964ac373: No, 0.99 probability
173536711a148801631af8c322f54ea5964ac373: I'm lowering my previous prediction from 2% to 1%. This should really be at 0%, but until it gets closer to the end of the period of interest, need to leave open the slightest possibility something crazy happens.","[0.01,0.99]","['Yes', 'No']",[0],0.0002
17602,17602,568,2b1d95e6c1c4238cc5b18b03ddad46ef7c6aae61,What will be the FAO Sugar Price Index in August 2019?,146530,2019-05-24T15:58:41Z,"2b1d95e6c1c4238cc5b18b03ddad46ef7c6aae61: Less than 163, 0.15 probability
2b1d95e6c1c4238cc5b18b03ddad46ef7c6aae61: Between 163 and 175, inclusive,  0.5 probability
2b1d95e6c1c4238cc5b18b03ddad46ef7c6aae61: More than 175 but less than 186,  0.35 probability
2b1d95e6c1c4238cc5b18b03ddad46ef7c6aae61: Between 186 and 198, inclusive,  0.0 probability
2b1d95e6c1c4238cc5b18b03ddad46ef7c6aae61: More than 198,  0.0 probability
2b1d95e6c1c4238cc5b18b03ddad46ef7c6aae61: From the charts that I've reviewed the prices of sugar would be around 170 to 172 I can't see it go any higher or lower than that range.


<a target=""_blank"" href=""http://www.fao.org/worldfoodsituation/foodpricesindex/en/"">http://www.fao.org/worldfoodsituation/foodpricesindex/en/</a>


<a target=""_blank"" href=""https://brandspurng.com/2019/04/08/world-food-prices-steady-in-march-fao/"">https://brandspurng.com/2019/04/08/world-food-prices-steady-in-march-fao/</a>
 [UPDATE:] 
2b1d95e6c1c4238cc5b18b03ddad46ef7c6aae61: Less than 163, 0.15 probability
2b1d95e6c1c4238cc5b18b03ddad46ef7c6aae61: Between 163 and 175, inclusive,  0.5 probability
2b1d95e6c1c4238cc5b18b03ddad46ef7c6aae61: More than 175 but less than 186,  0.35 probability
2b1d95e6c1c4238cc5b18b03ddad46ef7c6aae61: Between 186 and 198, inclusive,  0.0 probability
2b1d95e6c1c4238cc5b18b03ddad46ef7c6aae61: More than 198,  0.0 probability
2b1d95e6c1c4238cc5b18b03ddad46ef7c6aae61: Still no changes since my last forecast of last week due to the status basically the same so I'm staying with 163 to 175.
 [UPDATE:] 
2b1d95e6c1c4238cc5b18b03ddad46ef7c6aae61: Less than 163, 0.15 probability
2b1d95e6c1c4238cc5b18b03ddad46ef7c6aae61: Between 163 and 175, inclusive,  0.5 probability
2b1d95e6c1c4238cc5b18b03ddad46ef7c6aae61: More than 175 but less than 186,  0.35 probability
2b1d95e6c1c4238cc5b18b03ddad46ef7c6aae61: Between 186 and 198, inclusive,  0.0 probability
2b1d95e6c1c4238cc5b18b03ddad46ef7c6aae61: More than 198,  0.0 probability
2b1d95e6c1c4238cc5b18b03ddad46ef7c6aae61: Since my last prediction of the sugar prices has not change at all , so my status stays the same until otherwise.","[0.15, 0.5, 0.35, 0.0, 0.0]","['Less than 163', 'Between 163 and 175, inclusive', 'More than 175 but less than 186', 'Between 186 and 198, inclusive', 'More than 198']","[0, 1, 0, 0, 0]",0.079
9430,9430,524,13eb8ee6909c4b9ecb4d73a62f9923da443a8273,Will there be a terrorist incident in France between 11 April 2019 and 30 April 2019 as reported by Wikipedia?,137706,2019-04-25T17:43:48Z,"13eb8ee6909c4b9ecb4d73a62f9923da443a8273: Yes, 0.15 probability
13eb8ee6909c4b9ecb4d73a62f9923da443a8273: No, 0.85 probability
13eb8ee6909c4b9ecb4d73a62f9923da443a8273: It is hard to determine whether there will be a terrorist incident or not. There is a lot of moving pieces in play. There is constant battles between terrorist organizations, groups, or loners and authorities around the world trying to prevent these attacks. There could be an attempt at an attack, but is thwarted by intelligence agencies by information given ahead of time. Terrorist tends to always plan their attacks very carefully, so it is a constant hounding by authorities of any type of information of a possible attack.
 [UPDATE:] 
13eb8ee6909c4b9ecb4d73a62f9923da443a8273: Yes, 0.0 probability
13eb8ee6909c4b9ecb4d73a62f9923da443a8273: No, 1.0 probability
13eb8ee6909c4b9ecb4d73a62f9923da443a8273: As the time period is about to end and no terrorist attack has yet to happen, it is extremely unlikely that one will happen anytime soon. Especially after the attack in New Zealand, France among other countries are making sure that no attacks happens.","[0.0,1.0]","['Yes', 'No']",[0],0
27640,27640,625,d88895755dce69288e4fdde1dd094bc4ade07605,"Before 30 November 2019, will Germany's Bundestag adopt a bill that would impose a fine on parents who refuse a measles vaccine for their children?",146524,2019-05-24T15:47:49Z,"d88895755dce69288e4fdde1dd094bc4ade07605: Yes, 0.99 probability
d88895755dce69288e4fdde1dd094bc4ade07605: No, 0.010000000000000009 probability
d88895755dce69288e4fdde1dd094bc4ade07605: Measles is becoming a public health issue around the world with the threat of a global epidemic hanging over our heads.  Germany is responding to this and seeing that measles is spreading throughout Europe, Germany will have no choice but to fine parents who refuse to vaccinate their children.  This bill will pass easily because it won't go into effect until 2022 so ,in effect, the politicians won't feel too much heat from the anti-vaxxers and other opponents of this bill.","[0.99,0.010000000000000009]","['Yes', 'No']",[1],0.0002
69520,69520,900,0fe9ddef32779816a8b6171584b6d5077ba2e281,"Will there be a significant day-over-day increase in worldwide search interest in the term ""African swine fever"" reported by Google Trends between 1 November 2019 and 29 November 2019?  Search term should include capitalization as shown and quotation marks.",196155,2019-10-23T17:19:51Z,"0fe9ddef32779816a8b6171584b6d5077ba2e281: Yes, 0.73 probability
0fe9ddef32779816a8b6171584b6d5077ba2e281: No, 0.27 probability
0fe9ddef32779816a8b6171584b6d5077ba2e281: Important players in the US pork industry are already calling the situation a crisis. The fact that the situation in the United States is already deemed a crisis, means that people at least in the United States, will be causing an increase in searches related to African Swine Fever. The situation is not just contained to the United States and Asia. Experts have described the situation as one that will impact the global pork market for many years. There is a drop in hog numbers in China and it has been said it will probably bottom out before the end of the year because of government policies to combat African swine fever and that the worst may soon be over. That doesn't mean that this forecast shouldn't be followed closely because just a few days ago it was also reported U.S. authorities have started active preparations in response to the rising threat of an outbreak of African swine fever, the deadly disease that has decimated the Chinese pig population and is spreading across Asia. This could possibly take a turn the other way. The Agriculture Department's Animal and Plant Health Inspection Service led several functional exercises and drills late last month, working off a scenario of an outbreak of the virus in Mississippi that traveled across state lines before it was discovered.","[0.73,0.27]","['Yes', 'No']",[1],0.1458
20931,20931,584,19ec749827f79833cbf78f2a3d45680e20c9582b,Will the UK's Prime Minister Theresa May experience a significant leadership disruption between 9 May 2019 and 15 October 2019?,148673,2019-05-31T01:40:26Z,"19ec749827f79833cbf78f2a3d45680e20c9582b: Yes, 0.5 probability
19ec749827f79833cbf78f2a3d45680e20c9582b: No, 0.5 probability
19ec749827f79833cbf78f2a3d45680e20c9582b: With the way Theresa May  has been able to survive not being thrown out of Parliament is astonishing and shows that this woman may have the staying power to just edge out the deadline proposed in this prediction. She has already survived a no confidence vote back in January of this year. Just yesterday May was called on to resign. As of now this is a toss, and I will update accordingly. 

<a target=""_blank"" href=""https://www.bbc.com/news/uk-politics-48199725"">https://www.bbc.com/news/uk-politics-48199725</a>
 [UPDATE:] 
19ec749827f79833cbf78f2a3d45680e20c9582b: Yes, 0.95 probability
19ec749827f79833cbf78f2a3d45680e20c9582b: No, 0.050000000000000044 probability
19ec749827f79833cbf78f2a3d45680e20c9582b: With the recent events that have transpired, it would seem once the Brexit deal is done Theresa May. She has promised to step down after her Brexit deal is approved by lawmakers. Members of the Parliament want her to set a time table for her departure while other want her gone as soon as possible. 

<a target=""_blank"" href=""https://news.yahoo.com/may-faces-renewed-pressure-set-departure-date-090418713.html"">https://news.yahoo.com/may-faces-renewed-pressure-set-departure-date-090418713.html</a>
<a target=""_blank"" href=""https://www.reuters.com/article/uk-britain-eu/may-to-agree-departure-after-latest-brexit-deal-bid-idUSKCN1SM0TO"">https://www.reuters.com/article/uk-britain-eu/may-to-agree-departure-after-latest-brexit-deal-bid-idUSKCN1SM0TO</a>

<a target=""_blank"" href=""https://news.yahoo.com/may-faces-renewed-pressure-set-departure-date-090418713.html"">https://news.yahoo.com/may-faces-renewed-pressure-set-departure-date-090418713.html</a>
 [UPDATE:] 
19ec749827f79833cbf78f2a3d45680e20c9582b: Yes, 1.0 probability
19ec749827f79833cbf78f2a3d45680e20c9582b: No, 0.0 probability
19ec749827f79833cbf78f2a3d45680e20c9582b: She just resigned so I'm changing to 100 percent.
 [UPDATE:] 
19ec749827f79833cbf78f2a3d45680e20c9582b: Yes, 0.99 probability
19ec749827f79833cbf78f2a3d45680e20c9582b: No, 0.010000000000000009 probability
19ec749827f79833cbf78f2a3d45680e20c9582b: With her resignation already tendered it is 100 percent that this forecast is a yes. I adjusted again too 99 just to play along since the deadline is so far away.","[0.99,0.010000000000000009]","['Yes', 'No']",[1],0.0002
59580,59580,852,fbf03be81b29b302b4c6211fd6fec2ed3990ec2b,How much crude oil will Iran produce in October 2019?,184166,2019-09-17T18:46:18Z,"fbf03be81b29b302b4c6211fd6fec2ed3990ec2b: Less than 1994, 0.0 probability
fbf03be81b29b302b4c6211fd6fec2ed3990ec2b: Between 1994 and 2058, inclusive,  0.0 probability
fbf03be81b29b302b4c6211fd6fec2ed3990ec2b: More than 2058 but less than 2114,  0.25 probability
fbf03be81b29b302b4c6211fd6fec2ed3990ec2b: Between 2114 and 2179, inclusive,  0.65 probability
fbf03be81b29b302b4c6211fd6fec2ed3990ec2b: More than 2179,  0.1 probability
fbf03be81b29b302b4c6211fd6fec2ed3990ec2b: With a trend skewing to the down side according to the known data. I believe that there will be a slightly lower oil production for Iran in October. I don't see any indication that it will be a sharp decrease. Therefor I am setting my prediction to favor the 2114-2179 range. If there are any surprises I suspect it would most likely be below the range.

src: <a target=""_blank"" href=""http://www.opec.org/opec_web/en/publications/338.htm"">http://www.opec.org/opec_web/en/publications/338.htm</a>
src: <a target=""_blank"" href=""https://tradingeconomics.com/iran/crude-oil-production"">https://tradingeconomics.com/iran/crude-oil-production</a>","[0.0, 0.0, 0.25, 0.65, 0.1]","['Less than 1994', 'Between 1994 and 2058, inclusive', 'More than 2058 but less than 2114', 'Between 2114 and 2179, inclusive', 'More than 2179']","[0, 0, 0, 1, 0]",0.039
18685,18685,572,d6be8ec699b1b1a856b6bebf2c2cfdd340b5408d,Will there be a 10% decrease in the daily closing price of the FTSE 100 over any five(5)-business day interval between 2 May 2019 and 20 November 2019?,140642,2019-05-06T17:42:33Z,"d6be8ec699b1b1a856b6bebf2c2cfdd340b5408d: Yes, 0.2 probability
d6be8ec699b1b1a856b6bebf2c2cfdd340b5408d: No, 0.8 probability
d6be8ec699b1b1a856b6bebf2c2cfdd340b5408d: According to Yahoo Finance, right now the price is at 7,380.64. The previous open and  close was at 7,351.31.  I am predicting that there will be a low chance of it being a 10% decrease in a five day period. <a target=""_blank"" href=""https://finance.yahoo.com/quote/%5EFTSE/"">https://finance.yahoo.com/quote/%5EFTSE/</a>","[0.2,0.8]","['Yes', 'No']",[0],0.08
71639,71639,905,a77f208c2d619bad167e05b9df316f14ea899d04,Will North Korea launch an intercontinental ballistic missile (ICBM) or space launch vehicle (SLV) between 24 October 2019 and 29 November 2019?,205532,2019-11-19T20:17:28Z,"a77f208c2d619bad167e05b9df316f14ea899d04: Yes, 0.01 probability
a77f208c2d619bad167e05b9df316f14ea899d04: No, 0.99 probability
a77f208c2d619bad167e05b9df316f14ea899d04: North Korea has been quiet for sometime now, and I think this has to do with international pressure. Its leader wants to portray himself as a good person who is willing to change the way leadership is handled in North Korea. This makes it hard for the country to launch ICBM as this may taint its image to the international community. I do believe that North Korea truly cares about its image to the international community. This means that it will resist any temptation to do anything that may taint its image. That is why I have given it a 1% chance even as I watch closely.
 [UPDATE:] 
a77f208c2d619bad167e05b9df316f14ea899d04: Yes, 0.01 probability
a77f208c2d619bad167e05b9df316f14ea899d04: No, 0.99 probability
a77f208c2d619bad167e05b9df316f14ea899d04: I believe it's highly unlikely that North Korea will launch an intercontinental ballistic missile by 29th November. This is because North Korea is aware that the international community is watching. In addition,North Korea is becoming a country that seeks diplomacy and inclusion. It's no longer that country that wants to stay on its own, but the one that is seeking western allies. I think this makes it difficult for them to launch a missile as this may taint their image internationally.
 [UPDATE:] 
a77f208c2d619bad167e05b9df316f14ea899d04: Yes, 0.0 probability
a77f208c2d619bad167e05b9df316f14ea899d04: No, 1.0 probability
a77f208c2d619bad167e05b9df316f14ea899d04: I'm lowering my prediction from 1 to zero percent. I think that North Korea is trading careful, and thus it wouldn't want to annoy the international community by launching a missile. This is probably what has kept it grounded all this while. In fact, we are witnessing a very different North Korea. This is a country that is more cooperative now than it was before. For me no chance for ballistic missiles being launched by North Korea.","[0.0,1.0]","['Yes', 'No']",[0],0
73378,73378,910,ee61b130e40e87fd9cc20039ed5ebdc06a35081b,"Between 31 October 2019 and 29 November 2019, will the intraday trading price of Brent Crude January 2020 futures contracts (BRNF20) exceed $77.00?",207990,2019-11-26T17:29:07Z,"ee61b130e40e87fd9cc20039ed5ebdc06a35081b: Yes, 0.0 probability
ee61b130e40e87fd9cc20039ed5ebdc06a35081b: No, 1.0 probability
ee61b130e40e87fd9cc20039ed5ebdc06a35081b: <a target=""_blank"" href=""https://www.arianespace.com/press-release/flight-va250-ariane-5-with-tiba-1-and-inmarsat-gx5-delayed-24-hours-due-to-weather-conditions/"">https://www.arianespace.com/press-release/flight-va250-ariane-5-with-tiba-1-and-inmarsat-gx5-delayed-24-hours-due-to-weather-conditions/</a>  Per the Wall Street Journal, Brent Crude January 2020 futures contracts haven't even been higher than $70 since April.  There was a brief spike in mid September, then a decline, now they are rising again but still haven't even reached $65 yet.  At this point in the forecast period, I think reaching $77 is really unlikely.","[0.0,1.0]","['Yes', 'No']",[0],0
20371,20371,582,617dea5c47473758a1e9db4d55ac8ae2616d4b30,What will be the closing value of the Brazilian Real (BRL) to one U.S. Dollar exchange rate on 18 July 2019?,143100,2019-05-14T17:37:45Z,"617dea5c47473758a1e9db4d55ac8ae2616d4b30: Less than 3.818, 0.05 probability
617dea5c47473758a1e9db4d55ac8ae2616d4b30: Between 3.818 and 3.896, inclusive,  0.2 probability
617dea5c47473758a1e9db4d55ac8ae2616d4b30: More than 3.896 but less than 3.963,  0.5 probability
617dea5c47473758a1e9db4d55ac8ae2616d4b30: Between 3.963 and 4.041, inclusive,  0.2 probability
617dea5c47473758a1e9db4d55ac8ae2616d4b30: More than 4.041,  0.05 probability
617dea5c47473758a1e9db4d55ac8ae2616d4b30: It is currently sitting at 3.9674 and last year on July 18th it was sitting at 3.8484. It seemed to climb pretty steadily through the following months according to the chart, so I am going to break away from the crowd prediction a bit here and split the difference, somewhere between 3.896 and 3.963. 
<a target=""_blank"" href=""https://www.bloomberg.com/quote/USDBRL:CUR"">https://www.bloomberg.com/quote/USDBRL:CUR</a>","[0.05, 0.2, 0.5, 0.2, 0.05]","['Less than 3.818', 'Between 3.818 and 3.896, inclusive', 'More than 3.896 but less than 3.963', 'Between 3.963 and 4.041, inclusive', 'More than 4.041']","[1, 0, 0, 0, 0]",0.247
3667,3667,509,7d1c86905da27b130f81b49ac3385b8e334bd293,"Will the Government of Canada issue a travel advisory of ""Exercise a high degree of caution,"" ""Avoid non-essential travel,"" or ""Avoid all travel"" for New Zealand between 4 April 2019 and 12 June 2019?",133612,2019-04-11T18:42:47Z,"7d1c86905da27b130f81b49ac3385b8e334bd293: Yes, 0.01 probability
7d1c86905da27b130f81b49ac3385b8e334bd293: No, 0.99 probability
7d1c86905da27b130f81b49ac3385b8e334bd293: It seems extremely unlikely that Canada would issue this type of travel advisory after one incident even though they did publish an advisory to exercise normal precautions right after the incident.  <a target=""_blank"" href=""https://www.narcity.com/news/government-of-canada-warns-travellers-to-exercise-caution-in-these-9-countries"">https://www.narcity.com/news/government-of-canada-warns-travellers-to-exercise-caution-in-these-9-countries</a>   Further boosting the fact that New Zealand will not be issued an advisory is the fact that New Zealand just updated their gun control laws to ban most semiautomatic weapons and assault rifles in the country.  <a target=""_blank"" href=""https://www.vox.com/2019/4/10/18304415/new-zealand-gun-control-mosque-shootings-assault-weapons-ban"">https://www.vox.com/2019/4/10/18304415/new-zealand-gun-control-mosque-shootings-assault-weapons-ban</a>  I think the fact that New Zealand is actively trying to fix the situation will further keep them from having a higher advisory posted.  In my opinion, the only thing that would cause Canada to bump up their advisory again would be another incident.  So this question really boils down to, ""Will there be another attack?""  Considering the heat on the white supremacists after the last attack, I highly doubt that they would orchestrate another attack this quickly after the last one.  So, I am putting the chance of the advisory being escalated to 1%.","[0.01,0.99]","['Yes', 'No']",[0],0.0002
